id,category,type,prompt,difficulty,keywords,length
294,에세이,비유/은유 연습,‘가족’을(를) 불꽃처럼 묘사하며 독자의 상상을 자극하는 글을 작성하라.,쉬움,"['폭풍', '시간', '고독']",450
295,에세이,비유/은유 연습,‘삶’을(를) 해와 달처럼 묘사하며 독자의 상상을 자극하는 글을 작성하라.,쉬움,"['숲', '계절', '꿈']",400
296,에세이,비유/은유 연습,‘기억’을(를) 구름과(와) 연결해 삶의 의미를 탐구하는 짧은 글을 써라.,어려움,"['폭풍', '계절', '바다']",300
297,에세이,비유/은유 연습,‘청춘’을(를) 사막에 비유해 300자 내외의 짧은 에세이를 작성하라.,어려움,"['폭풍', '강물', '꿈']",400
298,에세이,비유/은유 연습,‘고독’을(를) 바다에 비유해 300자 내외의 짧은 에세이를 작성하라.,중간,"['기억', '사랑', '계절']",400
299,에세이,비유/은유 연습,‘도시’을(를) 파도과(와) 연결해 삶의 의미를 탐구하는 짧은 글을 써라.,쉬움,"['우정', '죽음', '사랑']",350
300,에세이,비유/은유 연습,폭풍을(를) 통해 ‘우정’의 변화를 비유로 풀어낸 450자 글을 작성하라.,어려움,"['별', '폭풍', '철학']",450
301,에세이,비유/은유 연습,‘불안’과(와) 도시의 불빛을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['불꽃', '희망', '죽음']",300
302,에세이,비유/은유 연습,어린 나무을(를) 비유로 사용해 ‘기쁨’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['변화', '고독', '우정']",450
303,에세이,비유/은유 연습,‘미래’을(를) 눈으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,중간,"['여행', '변화', '고독']",300
304,에세이,비유/은유 연습,‘고통’과(와) 비밀스러운 길의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['바다', '변화', '사랑']",400
305,에세이,비유/은유 연습,‘용기’과(와) 도시의 불빛의 관계를 은유로 연결해 450자 글을 써라.,중간,"['계절', '폭풍', '숲']",400
306,에세이,비유/은유 연습,별똥별의 특징을 활용하여 ‘불안’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['희망', '계절', '꿈']",500
307,에세이,비유/은유 연습,‘욕망’과(와) 고요한 호수의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['꿈', '사랑', '희망']",300
308,에세이,비유/은유 연습,‘성장’과(와) 안개의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['별', '바다', '여행']",400
309,에세이,비유/은유 연습,‘고통’을(를) 종이배에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['죽음', '별', '기억']",450
310,에세이,비유/은유 연습,‘용기’과(와) 안개을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,중간,"['시간', '죽음', '사랑']",300
311,에세이,비유/은유 연습,‘운명’을(를) 산맥에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['꿈', '희망', '별']",300
312,에세이,비유/은유 연습,어린 나무을(를) 비유로 사용해 ‘침묵’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['별', '하늘', '꿈']",300
313,에세이,비유/은유 연습,‘정의’을(를) 고래처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['고독', '우정', '철학']",400
314,에세이,비유/은유 연습,안개의 특징을 활용하여 ‘정의’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['희망', '우정', '강물']",350
315,에세이,비유/은유 연습,‘인생’을(를) 종이배처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,쉬움,"['시간', '변화', '바다']",400
316,에세이,비유/은유 연습,이슬의 특징을 활용하여 ‘운명’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['자연', '고독', '죽음']",400
317,에세이,비유/은유 연습,달빛의 특징을 활용하여 ‘용기’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['별', '불꽃', '하늘']",500
318,에세이,비유/은유 연습,불씨을(를) 통해 ‘욕망’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,어려움,"['변화', '시간', '고독']",300
319,에세이,비유/은유 연습,‘욕망’과(와) 눈의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['자연', '계절', '꿈']",400
320,에세이,비유/은유 연습,‘불안’을(를) 흐르는 구름처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,쉬움,"['바다', '꿈', '기억']",450
321,에세이,비유/은유 연습,‘두려움’과(와) 폭우의 관계를 은유로 연결해 450자 글을 써라.,중간,"['숲', '사랑', '변화']",300
322,에세이,비유/은유 연습,‘정의’을(를) 산맥으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['고독', '변화', '희망']",500
323,에세이,비유/은유 연습,‘고통’과(와) 도시의 불빛의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['사랑', '별', '자연']",350
324,에세이,비유/은유 연습,산맥의 특징을 활용하여 ‘자유’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['계절', '철학', '희망']",400
325,에세이,비유/은유 연습,흐르는 구름을(를) 비유로 사용해 ‘두려움’에 관한 철학적 성찰을 담은 글을 작성하라.,쉬움,"['여행', '불꽃', '기억']",300
326,에세이,비유/은유 연습,‘갈등’을(를) 흐르는 구름처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['시간', '계절', '자연']",450
327,에세이,비유/은유 연습,‘고통’과(와) 산맥의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['숲', '철학', '계절']",300
328,에세이,비유/은유 연습,‘운명’과(와) 강풍을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['죽음', '고독', '꿈']",300
329,에세이,비유/은유 연습,강풍의 특징을 활용하여 ‘열정’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['여행', '죽음', '꿈']",350
330,에세이,비유/은유 연습,‘운명’과(와) 강풍을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['강물', '꿈', '불꽃']",450
331,에세이,비유/은유 연습,‘침묵’을(를) 고래처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['별', '하늘', '우정']",400
332,에세이,비유/은유 연습,‘운명’과(와) 종이배을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,중간,"['기억', '자연', '계절']",400
333,에세이,비유/은유 연습,불빛을(를) 통해 ‘배신’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,어려움,"['계절', '불꽃', '죽음']",350
334,에세이,비유/은유 연습,바위의 특징을 활용하여 ‘고통’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['고독', '별', '숲']",300
335,에세이,비유/은유 연습,흐르는 구름을(를) 비유로 사용해 ‘책임’에 관한 철학적 성찰을 담은 글을 작성하라.,쉬움,"['하늘', '불꽃', '철학']",450
336,에세이,비유/은유 연습,‘책임’을(를) 흐르는 구름에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['별', '희망', '강물']",450
337,에세이,비유/은유 연습,‘추억’을(를) 비밀스러운 길처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,쉬움,"['변화', '우정', '사랑']",450
338,에세이,비유/은유 연습,‘열정’을(를) 별똥별에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['기억', '시간', '폭풍']",500
339,에세이,비유/은유 연습,깊은 바다의 특징을 활용하여 ‘풍요’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['자연', '숲', '철학']",450
340,에세이,비유/은유 연습,‘침묵’을(를) 비밀스러운 길처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['기억', '죽음', '계절']",350
341,에세이,비유/은유 연습,이슬을(를) 비유로 사용해 ‘기쁨’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['우정', '꿈', '폭풍']",300
342,에세이,비유/은유 연습,고래을(를) 비유로 사용해 ‘자유’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['계절', '폭풍', '바다']",400
343,에세이,비유/은유 연습,‘추억’을(를) 종이배에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['시간', '변화', '죽음']",450
344,에세이,비유/은유 연습,‘미래’을(를) 비밀스러운 길에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['폭풍', '변화', '불꽃']",300
345,에세이,비유/은유 연습,깊은 바다의 특징을 활용하여 ‘두려움’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['변화', '우정', '계절']",400
346,에세이,비유/은유 연습,비밀스러운 길의 특징을 활용하여 ‘자유’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['여행', '별', '희망']",300
347,에세이,비유/은유 연습,불씨을(를) 통해 ‘두려움’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,어려움,"['꿈', '숲', '희망']",400
348,에세이,비유/은유 연습,‘고통’과(와) 종이배의 관계를 은유로 연결해 450자 글을 써라.,중간,"['자연', '죽음', '별']",450
349,에세이,비유/은유 연습,별똥별의 특징을 활용하여 ‘용기’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['꿈', '기억', '여행']",400
350,에세이,비유/은유 연습,‘행운’과(와) 달빛을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,쉬움,"['죽음', '변화', '시간']",400
351,에세이,비유/은유 연습,강풍을(를) 비유로 사용해 ‘미래’에 관한 철학적 성찰을 담은 글을 작성하라.,중간,"['시간', '여행', '우정']",450
352,에세이,비유/은유 연습,별똥별의 특징을 활용하여 ‘미래’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['불꽃', '별', '하늘']",500
353,에세이,비유/은유 연습,‘운명’과(와) 달빛의 관계를 은유로 연결해 450자 글을 써라.,중간,"['별', '희망', '자연']",400
354,에세이,비유/은유 연습,눈을(를) 비유로 사용해 ‘두려움’에 관한 철학적 성찰을 담은 글을 작성하라.,쉬움,"['사랑', '변화', '계절']",500
355,에세이,비유/은유 연습,이슬을(를) 비유로 사용해 ‘침묵’에 관한 철학적 성찰을 담은 글을 작성하라.,쉬움,"['숲', '불꽃', '시간']",350
356,에세이,비유/은유 연습,바위의 특징을 활용하여 ‘배신’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['희망', '여행', '계절']",400
357,에세이,비유/은유 연습,고래을(를) 통해 ‘인생’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,중간,"['하늘', '꿈', '여행']",500
358,에세이,비유/은유 연습,폭우의 특징을 활용하여 ‘용기’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['계절', '하늘', '별']",400
359,에세이,비유/은유 연습,‘기쁨’과(와) 강풍의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['하늘', '꿈', '계절']",450
360,에세이,비유/은유 연습,별똥별의 특징을 활용하여 ‘불안’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['불꽃', '기억', '폭풍']",300
361,에세이,비유/은유 연습,‘기쁨’과(와) 종이배을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,쉬움,"['희망', '시간', '꿈']",450
362,에세이,비유/은유 연습,‘성장’을(를) 종이배에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['하늘', '고독', '변화']",400
363,에세이,비유/은유 연습,‘행운’을(를) 고요한 호수으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['바다', '죽음', '변화']",300
364,에세이,비유/은유 연습,‘행운’과(와) 강풍의 관계를 은유로 연결해 450자 글을 써라.,중간,"['고독', '폭풍', '하늘']",500
365,에세이,비유/은유 연습,바위을(를) 통해 ‘인생’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,어려움,"['꿈', '여행', '변화']",400
366,에세이,비유/은유 연습,눈을(를) 비유로 사용해 ‘갈등’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['사랑', '변화', '폭풍']",450
367,에세이,비유/은유 연습,‘배신’을(를) 고요한 호수처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['사랑', '자연', '숲']",400
368,에세이,비유/은유 연습,어린 나무을(를) 비유로 사용해 ‘풍요’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['우정', '여행', '변화']",350
369,에세이,비유/은유 연습,‘열정’을(를) 비밀스러운 길에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['폭풍', '바다', '계절']",450
370,에세이,비유/은유 연습,‘인생’을(를) 산맥처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['꿈', '여행', '계절']",500
371,에세이,비유/은유 연습,‘침묵’을(를) 흐르는 구름으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['시간', '희망', '여행']",350
372,에세이,비유/은유 연습,‘침묵’과(와) 별똥별의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['시간', '폭풍', '불꽃']",350
373,에세이,비유/은유 연습,고요한 호수의 특징을 활용하여 ‘기쁨’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['하늘', '계절', '사랑']",450
374,에세이,비유/은유 연습,‘풍요’을(를) 어린 나무으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,어려움,"['숲', '여행', '우정']",300
375,에세이,비유/은유 연습,‘두려움’과(와) 종이배을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['희망', '죽음', '꿈']",500
376,에세이,비유/은유 연습,‘자유’을(를) 바위처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['시간', '계절', '변화']",450
377,에세이,비유/은유 연습,‘인생’과(와) 유리병의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['희망', '불꽃', '폭풍']",400
378,에세이,비유/은유 연습,‘기쁨’을(를) 별똥별에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['사랑', '고독', '희망']",300
379,에세이,비유/은유 연습,바위의 특징을 활용하여 ‘갈등’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['숲', '폭풍', '하늘']",400
380,에세이,비유/은유 연습,‘책임’과(와) 바위을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['우정', '자연', '폭풍']",350
381,에세이,비유/은유 연습,어린 나무을(를) 통해 ‘성장’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,쉬움,"['계절', '고독', '변화']",350
382,에세이,비유/은유 연습,‘열정’을(를) 고요한 호수에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['기억', '죽음', '하늘']",450
383,에세이,비유/은유 연습,‘자유’을(를) 안개처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['변화', '기억', '시간']",350
384,에세이,비유/은유 연습,눈의 특징을 활용하여 ‘자유’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['희망', '숲', '하늘']",350
385,에세이,비유/은유 연습,‘침묵’을(를) 눈에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['계절', '기억', '강물']",300
386,에세이,비유/은유 연습,‘풍요’을(를) 눈에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['바다', '희망', '철학']",300
387,에세이,비유/은유 연습,‘갈등’과(와) 종이배의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['강물', '죽음', '불꽃']",400
388,에세이,비유/은유 연습,‘배신’과(와) 별똥별의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['철학', '바다', '꿈']",400
389,에세이,비유/은유 연습,‘욕망’과(와) 어린 나무의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['바다', '불꽃', '자연']",300
390,에세이,비유/은유 연습,‘풍요’을(를) 도시의 불빛처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['시간', '바다', '꿈']",450
391,에세이,비유/은유 연습,유리병을(를) 통해 ‘성장’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,쉬움,"['하늘', '불꽃', '시간']",500
392,에세이,비유/은유 연습,‘불안’을(를) 달빛처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['강물', '계절', '바다']",300
393,에세이,비유/은유 연습,‘침묵’을(를) 불씨에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['죽음', '철학', '바다']",400
394,에세이,비유/은유 연습,‘침묵’을(를) 종이배에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['자연', '기억', '하늘']",350
395,에세이,비유/은유 연습,어린 나무의 특징을 활용하여 ‘욕망’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,중간,"['사랑', '죽음', '희망']",350
396,에세이,비유/은유 연습,‘행운’을(를) 불빛으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['기억', '자연', '희망']",400
397,에세이,비유/은유 연습,‘성장’을(를) 어린 나무에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['자연', '불꽃', '폭풍']",400
398,에세이,비유/은유 연습,‘갈등’과(와) 강풍의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['강물', '고독', '기억']",500
399,에세이,비유/은유 연습,고래을(를) 비유로 사용해 ‘풍요’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['자연', '고독', '철학']",400
400,에세이,비유/은유 연습,‘추억’과(와) 불빛을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,쉬움,"['고독', '우정', '죽음']",400
401,에세이,비유/은유 연습,‘운명’과(와) 달빛의 관계를 은유로 연결해 450자 글을 써라.,중간,"['희망', '사랑', '계절']",350
402,에세이,비유/은유 연습,고래의 특징을 활용하여 ‘풍요’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['별', '우정', '불꽃']",450
403,에세이,비유/은유 연습,도시의 불빛을(를) 통해 ‘미래’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,중간,"['하늘', '숲', '폭풍']",450
404,에세이,비유/은유 연습,‘갈등’을(를) 비밀스러운 길에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['여행', '희망', '자연']",350
405,에세이,비유/은유 연습,‘욕망’과(와) 깊은 바다을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,어려움,"['하늘', '꿈', '변화']",450
406,에세이,비유/은유 연습,‘열정’을(를) 산맥에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['꿈', '희망', '불꽃']",300
407,에세이,비유/은유 연습,‘정의’과(와) 유리병의 관계를 은유로 연결해 450자 글을 써라.,중간,"['변화', '별', '사랑']",400
408,에세이,비유/은유 연습,눈의 특징을 활용하여 ‘기쁨’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['우정', '불꽃', '꿈']",500
409,에세이,비유/은유 연습,‘인생’을(를) 산맥에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['시간', '변화', '숲']",500
410,에세이,비유/은유 연습,‘두려움’을(를) 유리병에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['시간', '철학', '숲']",400
411,에세이,비유/은유 연습,깊은 바다의 특징을 활용하여 ‘성장’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['불꽃', '폭풍', '숲']",350
412,에세이,비유/은유 연습,‘미래’을(를) 불빛으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,중간,"['꿈', '희망', '우정']",300
413,에세이,비유/은유 연습,‘불안’을(를) 강풍에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['우정', '바다', '시간']",300
414,에세이,비유/은유 연습,‘인생’을(를) 불씨처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,쉬움,"['하늘', '희망', '자연']",400
415,에세이,비유/은유 연습,‘기쁨’을(를) 어린 나무에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['사랑', '숲', '희망']",350
416,에세이,비유/은유 연습,‘불안’을(를) 깊은 바다으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,중간,"['여행', '별', '희망']",350
417,에세이,비유/은유 연습,‘기쁨’을(를) 산맥으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,중간,"['강물', '고독', '꿈']",350
418,에세이,비유/은유 연습,‘풍요’을(를) 종이배에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['여행', '강물', '철학']",500
419,에세이,비유/은유 연습,바위의 특징을 활용하여 ‘추억’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['하늘', '희망', '죽음']",450
420,에세이,비유/은유 연습,바위의 특징을 활용하여 ‘정의’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['별', '불꽃', '자연']",300
421,에세이,비유/은유 연습,‘갈등’을(를) 눈처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['변화', '기억', '희망']",500
422,에세이,비유/은유 연습,‘용기’을(를) 강풍에 빗대어 350자 내외의 시적 에세이를 작성하라.,중간,"['희망', '폭풍', '고독']",350
423,에세이,비유/은유 연습,‘풍요’과(와) 유리병의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['별', '불꽃', '숲']",300
424,에세이,비유/은유 연습,‘정의’을(를) 바위에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['고독', '사랑', '바다']",300
425,에세이,비유/은유 연습,비밀스러운 길을(를) 비유로 사용해 ‘기쁨’에 관한 철학적 성찰을 담은 글을 작성하라.,중간,"['별', '자연', '강물']",350
426,에세이,비유/은유 연습,고요한 호수을(를) 비유로 사용해 ‘정의’에 관한 철학적 성찰을 담은 글을 작성하라.,중간,"['꿈', '하늘', '시간']",450
427,에세이,비유/은유 연습,‘풍요’을(를) 별똥별처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['사랑', '강물', '시간']",400
428,에세이,비유/은유 연습,‘미래’과(와) 종이배의 관계를 은유로 연결해 450자 글을 써라.,중간,"['자연', '폭풍', '강물']",450
429,에세이,비유/은유 연습,달빛을(를) 통해 ‘갈등’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,어려움,"['철학', '고독', '바다']",400
430,에세이,비유/은유 연습,‘추억’을(를) 도시의 불빛에 빗대어 350자 내외의 시적 에세이를 작성하라.,쉬움,"['불꽃', '꿈', '변화']",450
431,에세이,비유/은유 연습,‘책임’을(를) 별똥별처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,쉬움,"['시간', '철학', '고독']",350
432,에세이,비유/은유 연습,‘풍요’을(를) 흐르는 구름처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['꿈', '우정', '자연']",300
433,에세이,비유/은유 연습,눈을(를) 비유로 사용해 ‘불안’에 관한 철학적 성찰을 담은 글을 작성하라.,쉬움,"['꿈', '변화', '강물']",400
434,에세이,비유/은유 연습,‘운명’을(를) 종이배으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['희망', '우정', '계절']",500
435,에세이,비유/은유 연습,‘추억’을(를) 불씨처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['철학', '변화', '자연']",500
436,에세이,비유/은유 연습,‘미래’을(를) 비밀스러운 길처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,중간,"['기억', '변화', '별']",400
437,에세이,비유/은유 연습,‘고통’과(와) 도시의 불빛의 관계를 은유로 연결해 450자 글을 써라.,어려움,"['불꽃', '우정', '변화']",450
