id,category,type,prompt,difficulty,keywords,length
581,에세이,비유/은유 연습,‘열정’과(와) 깊은 바다의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['꿈', '불꽃', '시간']",300
582,에세이,비유/은유 연습,‘침묵’과(와) 안개의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['죽음', '불꽃', '여행']",400
583,에세이,비유/은유 연습,‘침묵’을(를) 고요한 호수에 빗대어 350자 내외의 시적 에세이를 작성하라.,어려움,"['꿈', '계절', '우정']",350
584,에세이,비유/은유 연습,‘불안’과(와) 유리병을(를) 조합해 인생의 여정을 비유적으로 풀어내라.,중간,"['사랑', '죽음', '바다']",300
585,에세이,비유/은유 연습,어린 나무을(를) 비유로 사용해 ‘기쁨’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['여행', '철학', '우정']",300
586,에세이,비유/은유 연습,불빛의 특징을 활용하여 ‘두려움’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['폭풍', '계절', '고독']",500
587,에세이,비유/은유 연습,고래의 특징을 활용하여 ‘욕망’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['여행', '자연', '우정']",450
588,에세이,비유/은유 연습,눈의 특징을 활용하여 ‘열정’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['사랑', '우정', '하늘']",350
589,에세이,비유/은유 연습,불빛을(를) 통해 ‘두려움’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,쉬움,"['여행', '강물', '고독']",300
590,에세이,비유/은유 연습,고요한 호수을(를) 통해 ‘성장’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,중간,"['강물', '고독', '폭풍']",400
591,에세이,비유/은유 연습,‘인생’을(를) 별똥별으로 상징화하여 감정적 여운을 남기는 글을 작성하라.,쉬움,"['기억', '하늘', '별']",400
592,에세이,비유/은유 연습,비밀스러운 길을(를) 비유로 사용해 ‘인생’에 관한 철학적 성찰을 담은 글을 작성하라.,중간,"['숲', '철학', '폭풍']",300
593,에세이,비유/은유 연습,눈의 특징을 활용하여 ‘고통’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,어려움,"['고독', '별', '숲']",400
594,에세이,비유/은유 연습,‘불안’과(와) 종이배의 관계를 은유로 연결해 450자 글을 써라.,쉬움,"['꿈', '철학', '자연']",350
595,에세이,비유/은유 연습,‘미래’과(와) 강풍의 관계를 은유로 연결해 450자 글을 써라.,중간,"['철학', '시간', '불꽃']",300
596,에세이,비유/은유 연습,바위을(를) 비유로 사용해 ‘풍요’에 관한 철학적 성찰을 담은 글을 작성하라.,어려움,"['꿈', '희망', '사랑']",450
597,에세이,비유/은유 연습,별똥별의 특징을 활용하여 ‘운명’을(를) 상징적으로 표현한 글을 300자 내외로 써라.,쉬움,"['자연', '숲', '기억']",300
598,에세이,비유/은유 연습,‘행운’을(를) 어린 나무처럼 묘사하며 몽환적인 분위기를 주는 글을 500자 내외로 작성하라.,어려움,"['여행', '별', '기억']",400
599,에세이,비유/은유 연습,비밀스러운 길을(를) 통해 ‘정의’의 본질을 풍유적으로 탐구하는 400자 글을 써라.,쉬움,"['폭풍', '숲', '희망']",350
600,에세이,비유/은유 연습,‘성장’과(와) 이슬의 관계를 은유로 연결해 450자 글을 써라.,중간,"['사랑', '철학', '계절']",450
601,에세이,비유/은유 연습,‘저녁 산책’을(를) 책장에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,어려움,"['변화', '별', '여행']",400
602,에세이,비유/은유 연습,‘소풍’을(를) 자동문처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['강물', '사랑', '죽음']",350
603,에세이,비유/은유 연습,‘소풍’을(를) 종이컵의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['별', '꿈', '기억']",500
604,에세이,비유/은유 연습,‘도서관’을(를) 촛불의 움직임에 빗대어 서정적인 글을 작성하라.,어려움,"['변화', '죽음', '자연']",450
605,에세이,비유/은유 연습,‘비 오는 날’을(를) 빗방울에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,중간,"['철학', '바다', '시간']",500
606,에세이,비유/은유 연습,‘저녁 산책’을(를) 종소리과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,중간,"['희망', '기억', '자연']",500
607,에세이,비유/은유 연습,‘저녁 산책’을(를) 촛불의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['바다', '기억', '희망']",500
608,에세이,비유/은유 연습,‘시계’을(를) 의자 그림자에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,중간,"['별', '시간', '철학']",450
609,에세이,비유/은유 연습,‘길고양이’을(를) 전등불의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['고독', '사랑', '계절']",400
610,에세이,비유/은유 연습,‘도시의 골목’을(를) 자동문으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,쉬움,"['변화', '강물', '불꽃']",300
611,에세이,비유/은유 연습,‘퇴근길’을(를) 자동문으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,중간,"['별', '고독', '우정']",300
612,에세이,비유/은유 연습,‘휴대폰’을(를) 텅 빈 거리에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,어려움,"['사랑', '희망', '숲']",300
613,에세이,비유/은유 연습,‘카페’을(를) 종이컵의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['희망', '죽음', '시간']",500
614,에세이,비유/은유 연습,‘시계’을(를) 골목길처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['고독', '여행', '시간']",500
615,에세이,비유/은유 연습,‘도서관’을(를) 텅 빈 거리처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,어려움,"['시간', '우정', '폭풍']",500
616,에세이,비유/은유 연습,‘도시의 골목’과(와) 파란 하늘의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['하늘', '여행', '자연']",400
617,에세이,비유/은유 연습,‘버스’을(를) 텀블러에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,중간,"['계절', '불꽃', '하늘']",450
618,에세이,비유/은유 연습,‘휴일’을(를) 텅 빈 거리처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['바다', '폭풍', '불꽃']",350
619,에세이,비유/은유 연습,책장을(를) 통해 ‘마트’의 하루를 은유적으로 풀어낸 400자 글을 써라.,어려움,"['희망', '사랑', '강물']",350
620,에세이,비유/은유 연습,종소리을(를) 통해 ‘소풍’의 하루를 은유적으로 풀어낸 400자 글을 써라.,어려움,"['숲', '자연', '불꽃']",450
621,에세이,비유/은유 연습,‘창문’을(를) 전등불의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['고독', '폭풍', '계절']",450
622,에세이,비유/은유 연습,‘길고양이’과(와) 흐린 구름의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,어려움,"['시간', '변화', '바다']",500
623,에세이,비유/은유 연습,텅 빈 거리을(를) 통해 ‘퇴근길’의 하루를 은유적으로 풀어낸 400자 글을 써라.,어려움,"['기억', '강물', '고독']",400
624,에세이,비유/은유 연습,‘카페’과(와) 자동문의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['변화', '희망', '죽음']",450
625,에세이,비유/은유 연습,‘퇴근길’을(를) 종소리과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,쉬움,"['철학', '하늘', '여행']",300
626,에세이,비유/은유 연습,‘햇살’을(를) 종이컵의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['하늘', '우정', '꿈']",450
627,에세이,비유/은유 연습,‘비 오는 날’을(를) 바람결으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,어려움,"['기억', '바다', '우정']",300
628,에세이,비유/은유 연습,‘비 오는 날’을(를) 흐린 구름의 움직임에 빗대어 서정적인 글을 작성하라.,어려움,"['철학', '시간', '불꽃']",500
629,에세이,비유/은유 연습,‘도서관’을(를) 바람결에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,중간,"['여행', '시간', '변화']",500
630,에세이,비유/은유 연습,‘도시의 골목’과(와) 흐린 구름의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['철학', '희망', '바다']",350
631,에세이,비유/은유 연습,‘길고양이’을(를) 텅 빈 거리처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,쉬움,"['시간', '꿈', '죽음']",300
632,에세이,비유/은유 연습,‘비 오는 날’을(를) 푸른 잎에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,중간,"['별', '죽음', '숲']",300
633,에세이,비유/은유 연습,종소리을(를) 통해 ‘주말’의 하루를 은유적으로 풀어낸 400자 글을 써라.,중간,"['사랑', '죽음', '별']",400
634,에세이,비유/은유 연습,‘창문’을(를) 텀블러의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['폭풍', '희망', '강물']",450
635,에세이,비유/은유 연습,‘주말’을(를) 촛불의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['변화', '여행', '계절']",350
636,에세이,비유/은유 연습,‘휴대폰’을(를) 푸른 잎처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,어려움,"['하늘', '별', '죽음']",350
637,에세이,비유/은유 연습,자동문을(를) 통해 ‘밤하늘’의 하루를 은유적으로 풀어낸 400자 글을 써라.,중간,"['강물', '바다', '변화']",300
638,에세이,비유/은유 연습,‘주말’과(와) 유리창의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['변화', '폭풍', '자연']",350
639,에세이,비유/은유 연습,책장을(를) 통해 ‘창문’의 하루를 은유적으로 풀어낸 400자 글을 써라.,중간,"['꿈', '죽음', '계절']",500
640,에세이,비유/은유 연습,전등불을(를) 통해 ‘비 오는 날’의 하루를 은유적으로 풀어낸 400자 글을 써라.,쉬움,"['별', '희망', '자연']",300
641,에세이,비유/은유 연습,‘비 오는 날’을(를) 촛불과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['바다', '기억', '꿈']",300
642,에세이,비유/은유 연습,손목시계을(를) 소재로 ‘퇴근길’의 기분과 생각을 은유적으로 표현하라.,어려움,"['사랑', '강물', '희망']",350
643,에세이,비유/은유 연습,‘밤하늘’과(와) 의자 그림자의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['강물', '고독', '기억']",350
644,에세이,비유/은유 연습,‘휴대폰’을(를) 빗방울의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['희망', '시간', '사랑']",500
645,에세이,비유/은유 연습,‘햇살’을(를) 파란 하늘에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['숲', '하늘', '별']",300
646,에세이,비유/은유 연습,‘휴대폰’과(와) 유리창의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['자연', '기억', '불꽃']",450
647,에세이,비유/은유 연습,‘카페’과(와) 종소리의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['숲', '사랑', '바다']",450
648,에세이,비유/은유 연습,‘마트’을(를) 책장처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['불꽃', '죽음', '자연']",300
649,에세이,비유/은유 연습,고양이 눈빛을(를) 통해 ‘시계’의 하루를 은유적으로 풀어낸 400자 글을 써라.,중간,"['우정', '폭풍', '불꽃']",500
650,에세이,비유/은유 연습,‘소풍’과(와) 종이컵의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['강물', '별', '계절']",450
651,에세이,비유/은유 연습,‘창문’을(를) 골목길으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,쉬움,"['별', '숲', '불꽃']",500
652,에세이,비유/은유 연습,‘휴일’을(를) 가로등의 움직임에 빗대어 서정적인 글을 작성하라.,쉬움,"['사랑', '철학', '별']",500
653,에세이,비유/은유 연습,‘비 오는 날’을(를) 종이컵의 움직임에 빗대어 서정적인 글을 작성하라.,어려움,"['폭풍', '우정', '사랑']",400
654,에세이,비유/은유 연습,‘주말’을(를) 고양이 눈빛처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,어려움,"['하늘', '희망', '변화']",450
655,에세이,비유/은유 연습,‘휴대폰’을(를) 빗방울에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,어려움,"['자연', '바다', '희망']",400
656,에세이,비유/은유 연습,책장을(를) 통해 ‘자전거’의 하루를 은유적으로 풀어낸 400자 글을 써라.,중간,"['여행', '죽음', '하늘']",400
657,에세이,비유/은유 연습,‘자전거’과(와) 종소리의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['강물', '계절', '자연']",350
658,에세이,비유/은유 연습,텀블러을(를) 소재로 ‘도시의 골목’의 기분과 생각을 은유적으로 표현하라.,어려움,"['바다', '강물', '고독']",400
659,에세이,비유/은유 연습,‘길고양이’과(와) 종이컵의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['시간', '강물', '자연']",500
660,에세이,비유/은유 연습,빗방울을(를) 소재로 ‘길고양이’의 기분과 생각을 은유적으로 표현하라.,중간,"['희망', '자연', '고독']",350
661,에세이,비유/은유 연습,‘창문’을(를) 파란 하늘의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['시간', '자연', '계절']",500
662,에세이,비유/은유 연습,‘휴일’을(를) 종이컵처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,쉬움,"['꿈', '별', '불꽃']",350
663,에세이,비유/은유 연습,‘햇살’을(를) 파란 하늘처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,어려움,"['불꽃', '변화', '강물']",450
664,에세이,비유/은유 연습,잔잔한 음악을(를) 통해 ‘밤하늘’의 하루를 은유적으로 풀어낸 400자 글을 써라.,쉬움,"['변화', '철학', '폭풍']",400
665,에세이,비유/은유 연습,‘커피’을(를) 푸른 잎처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['폭풍', '하늘', '변화']",400
666,에세이,비유/은유 연습,바람결을(를) 소재로 ‘비 오는 날’의 기분과 생각을 은유적으로 표현하라.,중간,"['강물', '불꽃', '철학']",450
667,에세이,비유/은유 연습,‘카페’과(와) 책장의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['기억', '자연', '강물']",450
668,에세이,비유/은유 연습,‘시계’을(를) 흐린 구름처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,쉬움,"['희망', '불꽃', '우정']",450
669,에세이,비유/은유 연습,‘자전거’을(를) 종소리과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['자연', '강물', '꿈']",500
670,에세이,비유/은유 연습,흐린 구름을(를) 소재로 ‘휴대폰’의 기분과 생각을 은유적으로 표현하라.,중간,"['폭풍', '사랑', '별']",350
671,에세이,비유/은유 연습,‘마트’을(를) 고양이 눈빛으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,어려움,"['고독', '자연', '사랑']",500
672,에세이,비유/은유 연습,‘카페’을(를) 푸른 잎으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,어려움,"['우정', '폭풍', '꿈']",350
673,에세이,비유/은유 연습,‘퇴근길’을(를) 고양이 눈빛의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['사랑', '하늘', '우정']",300
674,에세이,비유/은유 연습,‘햇살’과(와) 유리창의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['강물', '바다', '자연']",450
675,에세이,비유/은유 연습,‘커피’을(를) 책장과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,쉬움,"['폭풍', '계절', '시간']",450
676,에세이,비유/은유 연습,‘창문’을(를) 책장의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['변화', '계절', '기억']",500
677,에세이,비유/은유 연습,‘주말’과(와) 유리창의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['희망', '자연', '변화']",350
678,에세이,비유/은유 연습,‘소풍’을(를) 텅 빈 거리으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,중간,"['죽음', '불꽃', '철학']",500
679,에세이,비유/은유 연습,손목시계을(를) 통해 ‘커피’의 하루를 은유적으로 풀어낸 400자 글을 써라.,쉬움,"['강물', '불꽃', '우정']",500
680,에세이,비유/은유 연습,빗방울을(를) 소재로 ‘자전거’의 기분과 생각을 은유적으로 표현하라.,어려움,"['희망', '폭풍', '별']",450
681,에세이,비유/은유 연습,‘시계’을(를) 유리창처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['우정', '꿈', '바다']",500
682,에세이,비유/은유 연습,‘주말’과(와) 고양이 눈빛의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['시간', '계절', '고독']",300
683,에세이,비유/은유 연습,‘창문’을(를) 텀블러에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['사랑', '꿈', '불꽃']",500
684,에세이,비유/은유 연습,‘마트’을(를) 빗방울처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,쉬움,"['기억', '꿈', '별']",400
685,에세이,비유/은유 연습,‘커피’을(를) 자동문의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['불꽃', '폭풍', '사랑']",350
686,에세이,비유/은유 연습,‘도서관’을(를) 의자 그림자과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['꿈', '계절', '변화']",450
687,에세이,비유/은유 연습,‘길고양이’과(와) 골목길의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['계절', '변화', '숲']",300
688,에세이,비유/은유 연습,‘아침’을(를) 흐린 구름처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,어려움,"['바다', '철학', '고독']",350
689,에세이,비유/은유 연습,‘휴일’을(를) 자동문의 움직임에 빗대어 서정적인 글을 작성하라.,어려움,"['별', '자연', '하늘']",450
690,에세이,비유/은유 연습,‘버스’을(를) 손목시계에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['기억', '꿈', '계절']",350
691,에세이,비유/은유 연습,‘퇴근길’을(를) 잔잔한 음악과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,중간,"['불꽃', '폭풍', '기억']",300
692,에세이,비유/은유 연습,‘시계’을(를) 종소리의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['우정', '사랑', '고독']",300
693,에세이,비유/은유 연습,빗방울을(를) 소재로 ‘주말’의 기분과 생각을 은유적으로 표현하라.,중간,"['시간', '꿈', '별']",400
694,에세이,비유/은유 연습,‘커피’을(를) 잔잔한 음악과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['변화', '철학', '별']",300
695,에세이,비유/은유 연습,‘버스’을(를) 촛불으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,어려움,"['여행', '우정', '죽음']",450
696,에세이,비유/은유 연습,‘햇살’과(와) 의자 그림자의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,어려움,"['불꽃', '변화', '희망']",300
697,에세이,비유/은유 연습,‘커피’과(와) 자동문의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,어려움,"['희망', '시간', '고독']",350
698,에세이,비유/은유 연습,흐린 구름을(를) 소재로 ‘마트’의 기분과 생각을 은유적으로 표현하라.,중간,"['우정', '강물', '여행']",450
699,에세이,비유/은유 연습,‘길고양이’을(를) 흐린 구름과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,중간,"['변화', '별', '죽음']",450
700,에세이,비유/은유 연습,가로등을(를) 통해 ‘소풍’의 하루를 은유적으로 풀어낸 400자 글을 써라.,쉬움,"['희망', '계절', '기억']",450
701,에세이,비유/은유 연습,‘휴일’을(를) 유리창에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['계절', '사랑', '불꽃']",500
702,에세이,비유/은유 연습,‘길고양이’을(를) 빗방울과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['철학', '불꽃', '죽음']",300
703,에세이,비유/은유 연습,‘아침’을(를) 바람결에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,어려움,"['꿈', '하늘', '계절']",350
704,에세이,비유/은유 연습,‘휴대폰’을(를) 전등불처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['하늘', '별', '꿈']",450
705,에세이,비유/은유 연습,텅 빈 거리을(를) 통해 ‘밤하늘’의 하루를 은유적으로 풀어낸 400자 글을 써라.,어려움,"['숲', '변화', '강물']",400
706,에세이,비유/은유 연습,촛불을(를) 통해 ‘아침’의 하루를 은유적으로 풀어낸 400자 글을 써라.,어려움,"['숲', '바다', '별']",350
707,에세이,비유/은유 연습,‘햇살’과(와) 파란 하늘의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,중간,"['죽음', '시간', '하늘']",300
708,에세이,비유/은유 연습,‘휴일’을(를) 종소리처럼 묘사하며 독자가 공감할 수 있는 글을 작성하라.,중간,"['변화', '사랑', '자연']",400
709,에세이,비유/은유 연습,‘주말’을(를) 가로등과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,쉬움,"['사랑', '죽음', '기억']",450
710,에세이,비유/은유 연습,‘시계’을(를) 전등불에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['꿈', '숲', '계절']",300
711,에세이,비유/은유 연습,흐린 구름을(를) 소재로 ‘주말’의 기분과 생각을 은유적으로 표현하라.,중간,"['철학', '강물', '하늘']",450
712,에세이,비유/은유 연습,‘아침’을(를) 바람결으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,중간,"['변화', '시간', '죽음']",350
713,에세이,비유/은유 연습,‘밤하늘’과(와) 푸른 잎의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['폭풍', '숲', '철학']",450
714,에세이,비유/은유 연습,흐린 구름을(를) 소재로 ‘저녁 산책’의 기분과 생각을 은유적으로 표현하라.,어려움,"['철학', '강물', '숲']",450
715,에세이,비유/은유 연습,‘소풍’을(를) 빗방울의 움직임에 빗대어 서정적인 글을 작성하라.,중간,"['바다', '꿈', '사랑']",400
716,에세이,비유/은유 연습,가로등을(를) 통해 ‘길고양이’의 하루를 은유적으로 풀어낸 400자 글을 써라.,쉬움,"['우정', '죽음', '고독']",500
717,에세이,비유/은유 연습,‘아침’을(를) 바람결에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['바다', '여행', '폭풍']",500
718,에세이,비유/은유 연습,‘도시의 골목’을(를) 바람결으로 상징화하여 독자가 쉽게 상상할 수 있는 글을 450자 내외로 작성하라.,쉬움,"['폭풍', '희망', '숲']",350
719,에세이,비유/은유 연습,‘창문’을(를) 의자 그림자과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,어려움,"['사랑', '꿈', '바다']",350
720,에세이,비유/은유 연습,‘퇴근길’과(와) 가로등의 공통점을 찾아 시적이면서도 일상적인 에세이를 작성하라.,쉬움,"['고독', '시간', '하늘']",500
721,에세이,비유/은유 연습,‘마트’을(를) 바람결에 비유해 감성적인 일상 에세이를 300자 내외로 작성하라.,쉬움,"['불꽃', '꿈', '강물']",350
722,에세이,비유/은유 연습,촛불을(를) 소재로 ‘휴대폰’의 기분과 생각을 은유적으로 표현하라.,중간,"['기억', '변화', '강물']",400
723,에세이,비유/은유 연습,‘커피’을(를) 책장과(와) 대비시켜 잔잔한 울림을 주는 글을 350자 내외로 써라.,중간,"['하늘', '숲', '희망']",300
